COM,REG,DEP,TNCC,NCC,NCCENR
2A090,94,2A,0,COGGIA,Coggia
2A091,94,2A,0,COGNOCOLI MONTICCHI,Cognocoli-Monticchi
2A092,94,2A,0,CONCA,Conca
2A094,94,2A,0,CORRANO,Corrano
2A098,94,2A,0,COTI CHIAVARI,Coti-Chiavari
2A099,94,2A,0,COZZANO,Cozzano
2A100,94,2A,0,CRISTINACCE,Cristinacce
2A103,94,2A,0,CUTTOLI CORTICCHIATO,Cuttoli-Corticchiato
2A104,94,2A,1,ECCICA SUARELLA,Eccica-Suarella
2A108,94,2A,1,EVISA,Évisa
2A114,94,2A,0,FIGARI,Figari
2A115,94,2A,0,FOCE,Foce
2A117,94,2A,0,FORCIOLO,Forciolo
2A118,94,2A,0,FOZZANO,Fozzano
2A119,94,2A,0,FRASSETO,Frasseto
2A127,94,2A,0,GIUNCHETO,Giuncheto
2A128,94,2A,0,GRANACE,Granace
2A129,94,2A,0,GROSSA,Grossa
2A130,94,2A,0,GROSSETO PRUGNA,Grosseto-Prugna
2A131,94,2A,0,GUAGNO,Guagno
2A132,94,2A,0,GUARGUALE,Guargualé
2A133,94,2A,0,GUITERA LES BAINS,Guitera-les-Bains
2A139,94,2A,0,LECCI,Lecci
2A141,94,2A,0,LETIA,Letia
2A142,94,2A,0,LEVIE,Levie
2A144,94,2A,0,LOPIGNA,Lopigna
2A146,94,2A,0,LORETO DI TALLANO,Loreto-di-Tallano
2A154,94,2A,0,MARIGNANA,Marignana
2A158,94,2A,0,MELA,Mela
2A160,94,2A,0,MOCA CROCE,Moca-Croce
2A163,94,2A,0,MONACIA D AULLENE,Monacia-d'Aullène
2A174,94,2A,0,MURZO,Murzo
2A181,94,2A,1,OCANA,Ocana
2A186,94,2A,1,OLIVESE,Olivese
2A189,94,2A,1,OLMETO,Olmeto
2A191,94,2A,1,OLMICCIA,Olmiccia
2A196,94,2A,1,ORTO,Orto
2A197,94,2A,1,OSANI,Osani
2A198,94,2A,1,OTA,Ota
2A200,94,2A,0,PALNECA,Palneca
2A203,94,2A,0,PARTINELLO,Partinello
2A204,94,2A,0,PASTRICCIOLA,Pastricciola
2A209,94,2A,0,PERI,Peri
2A211,94,2A,0,PETRETO BICCHISANO,Petreto-Bicchisano
2A212,94,2A,0,PIANA,Piana
2A215,94,2A,0,PIANOTTOLI CALDARELLO,Pianottoli-Caldarello
2A228,94,2A,0,PIETROSELLA,Pietrosella
2A232,94,2A,0,PILA CANALE,Pila-Canale
2A240,94,2A,0,POGGIOLO,Poggiolo
2A247,94,2A,0,PORTO VECCHIO,Porto-Vecchio
2A249,94,2A,0,PROPRIANO,Propriano
2A253,94,2A,0,QUASQUARA,Quasquara
2A254,94,2A,0,QUENZA,Quenza
2A258,94,2A,0,RENNO,Renno
2A259,94,2A,0,REZZA,Rezza
2A262,94,2A,0,ROSAZIA,Rosazia
2A266,94,2A,0,SALICE,Salice
2A268,94,2A,0,SAMPOLO,Sampolo
2A269,94,2A,0,SARI SOLENZARA,Sari-Solenzara
2A270,94,2A,0,SARI D ORCINO,Sari-d'Orcino
2A271,94,2A,0,SARROLA CARCOPINO,Sarrola-Carcopino
2A272,94,2A,0,SARTENE,Sartène
2A276,94,2A,0,SERRA DI FERRO,Serra-di-Ferro
2A278,94,2A,0,SERRA DI SCOPAMENE,Serra-di-Scopamène
2A279,94,2A,0,SERRIERA,Serriera
2A282,94,2A,0,SOCCIA,Soccia
2A284,94,2A,0,SOLLACARO,Sollacaro
2A285,94,2A,0,SORBOLLANO,Sorbollano
2A288,94,2A,0,SOTTA,Sotta
2A295,94,2A,0,SANT ANDREA D ORCINO,Sant'Andréa-d'Orcino
2A300,94,2A,0,SAN GAVINO DI CARBINI,San-Gavino-di-Carbini
2A308,94,2A,0,SAINTE LUCIE DE TALLANO,Sainte-Lucie-de-Tallano
2A310,94,2A,0,SANTA MARIA FIGANIELLA,Santa-Maria-Figaniella
2A312,94,2A,0,SANTA MARIA SICHE,Santa-Maria-Siché
2A322,94,2A,0,TASSO,Tasso
2A323,94,2A,0,TAVACO,Tavaco
2A324,94,2A,0,TAVERA,Tavera
2A326,94,2A,0,TOLLA,Tolla
2A330,94,2A,1,UCCIANI,Ucciani
2A331,94,2A,1,URBALACONE,Urbalacone
2A336,94,2A,0,VALLE DI MEZZANA,Valle-di-Mezzana
2A345,94,2A,0,VERO,Vero
2A348,94,2A,0,VICO,Vico
2A349,94,2A,0,VIGGIANELLO,Viggianello
2A351,94,2A,0,VILLANOVA,Villanova
2A357,94,2A,0,ZERUBIA,Zérubia
2A358,94,2A,0,ZEVACO,Zévaco
2A359,94,2A,0,ZICAVO,Zicavo
2A360,94,2A,0,ZIGLIARA,Zigliara
2A362,94,2A,0,ZONZA,Zonza
2A363,94,2A,0,ZOZA,Zoza
2B002,94,2B,1,AGHIONE,Aghione
2B003,94,2B,1,AITI,Aiti
2B005,94,2B,1,ALANDO,Alando
2B007,94,2B,1,ALBERTACCE,Albertacce
2B009,94,2B,1,ALERIA,Aléria
2B010,94,2B,1,ALGAJOLA,Algajola
2B012,94,2B,1,ALTIANI,Altiani
2B013,94,2B,1,ALZI,Alzi
2B015,94,2B,1,AMPRIANI,Ampriani
2B016,94,2B,1,ANTISANTI,Antisanti
2B020,94,2B,1,AREGNO,Aregno
2B023,94,2B,1,ASCO,Asco
2B025,94,2B,1,AVAPESSA,Avapessa
2B029,94,2B,0,BARBAGGIO,Barbaggio
2B030,94,2B,0,BARRETTALI,Barrettali
2B033,94,2B,0,BASTIA,Bastia
2B034,94,2B,0,BELGODERE,Belgodère
2B036,94,2B,0,BIGORNO,Bigorno
2B037,94,2B,0,BIGUGLIA,Biguglia
2B039,94,2B,0,BISINCHI,Bisinchi
2B042,94,2B,0,BORGO,Borgo
2B043,94,2B,0,BRANDO,Brando
2B045,94,2B,0,BUSTANICO,Bustanico
2B046,94,2B,0,CAGNANO,Cagnano
2B047,94,2B,0,CALACUCCIA,Calacuccia
2B049,94,2B,0,CALENZANA,Calenzana
2B050,94,2B,0,CALVI,Calvi
2B051,94,2B,0,CAMBIA,Cambia
2B052,94,2B,0,CAMPANA,Campana
2B053,94,2B,0,CAMPI,Campi
2B054,94,2B,0,CAMPILE,Campile
2B055,94,2B,0,CAMPITELLO,Campitello
2B057,94,2B,0,CANALE DI VERDE,Canale-di-Verde
2B058,94,2B,0,CANARI,Canari
2B059,94,2B,0,CANAVAGGIA,Canavaggia
2B063,94,2B,0,CARCHETO BRUSTICO,Carcheto-Brustico
2B067,94,2B,0,CARPINETO,Carpineto
2B068,94,2B,0,CARTICASI,Carticasi
2B069,94,2B,0,CASABIANCA,Casabianca
2B072,94,2B,0,CASALTA,Casalta
2B073,94,2B,0,CASAMACCIOLI,Casamaccioli
2B074,94,2B,0,CASANOVA,Casanova
2B075,94,2B,0,CASEVECCHIE,Casevecchie
2B077,94,2B,0,CASTELLARE DI CASINCA,Castellare-di-Casinca
2B078,94,2B,0,CASTELLARE DI MERCURIO,Castellare-di-Mercurio
2B079,94,2B,0,CASTELLO DI ROSTINO,Castello-di-Rostino
2B080,94,2B,0,CASTIFAO,Castifao
2B081,94,2B,0,CASTIGLIONE,Castiglione
2B082,94,2B,0,CASTINETA,Castineta
2B083,94,2B,0,CASTIRLA,Castirla
2B084,94,2B,0,CATERI,Cateri
2B086,94,2B,0,CENTURI,Centuri
2B087,94,2B,0,CERVIONE,Cervione
2B088,94,2B,0,CHIATRA,Chiatra
2B093,94,2B,0,CORBARA,Corbara
2B095,94,2B,0,CORSCIA,Corscia
2B096,94,2B,0,CORTE,Corte
2B097,94,2B,0,COSTA,Costa
2B101,94,2B,0,CROCE,Croce
2B102,94,2B,0,CROCICCHIA,Crocicchia
2B105,94,2B,1,ERBAJOLO,Erbajolo
2B106,94,2B,1,ERONE,Érone
2B107,94,2B,1,ERSA,Ersa
2B109,94,2B,0,FARINOLE,Farinole
2B110,94,2B,0,FAVALELLO,Favalello
2B111,94,2B,0,FELCE,Felce
2B112,94,2B,0,FELICETO,Feliceto
2B113,94,2B,0,FICAJA,Ficaja
2B116,94,2B,0,FOCICCHIA,Focicchia
2B120,94,2B,0,FURIANI,Furiani
2B121,94,2B,0,GALERIA,Galéria
2B122,94,2B,0,GAVIGNANO,Gavignano
2B123,94,2B,0,GHISONACCIA,Ghisonaccia
2B124,94,2B,0,GHISONI,Ghisoni
2B125,94,2B,0,GIOCATOJO,Giocatojo
2B126,94,2B,0,GIUNCAGGIO,Giuncaggio
2B134,94,2B,5,ILE ROUSSE,Île-Rousse
2B135,94,2B,1,ISOLACCIO DI FIUMORBO,Isolaccio-di-Fiumorbo
2B136,94,2B,0,LAMA,Lama
2B137,94,2B,0,LANO,Lano
2B138,94,2B,0,LAVATOGGIO,Lavatoggio
2B140,94,2B,0,LENTO,Lento
2B143,94,2B,0,LINGUIZZETTA,Linguizzetta
2B145,94,2B,0,LORETO DI CASINCA,Loreto-di-Casinca
2B147,94,2B,0,LOZZI,Lozzi
2B148,94,2B,0,LUCCIANA,Lucciana
2B149,94,2B,0,LUGO DI NAZZA,Lugo-di-Nazza
2B150,94,2B,0,LUMIO,Lumio
2B152,94,2B,0,LURI,Luri
2B153,94,2B,0,MANSO,Manso
2B155,94,2B,0,MATRA,Matra
2B156,94,2B,0,MAUSOLEO,Mausoléo
2B157,94,2B,0,MAZZOLA,Mazzola
2B159,94,2B,0,MERIA,Meria
2B161,94,2B,0,MOITA,Moïta
2B162,94,2B,0,MOLTIFAO,Moltifao
2B164,94,2B,0,MONACIA D OREZZA,Monacia-d'Orezza
2B165,94,2B,0,MONCALE,Moncale
2B166,94,2B,0,MONTE,Monte
2B167,94,2B,0,MONTEGROSSO,Montegrosso
2B168,94,2B,0,MONTICELLO,Monticello
2B169,94,2B,0,MOROSAGLIA,Morosaglia
2B170,94,2B,0,MORSIGLIA,Morsiglia
2B171,94,2B,0,MURACCIOLE,Muracciole
2B172,94,2B,0,MURATO,Murato
2B173,94,2B,0,MURO,Muro
2B175,94,2B,0,NESSA,Nessa
2B176,94,2B,0,NOCARIO,Nocario
2B177,94,2B,0,NOCETA,Noceta
2B178,94,2B,0,NONZA,Nonza
2B179,94,2B,0,NOVALE,Novale
2B180,94,2B,0,NOVELLA,Novella
2B182,94,2B,1,OCCHIATANA,Occhiatana
2B183,94,2B,1,OGLIASTRO,Ogliastro
2B184,94,2B,1,OLCANI,Olcani
2B185,94,2B,1,OLETTA,Oletta
2B187,94,2B,1,OLMETA DI CAPOCORSO,Olmeta-di-Capocorso
2B188,94,2B,1,OLMETA DI TUDA,Olmeta-di-Tuda
2B190,94,2B,1,OLMI CAPPELLA,Olmi-Cappella
2B192,94,2B,1,OLMO,Olmo
2B193,94,2B,1,OMESSA,Omessa
2B194,94,2B,1,ORTALE,Ortale
2B195,94,2B,1,ORTIPORIO,Ortiporio
2B199,94,2B,0,PALASCA,Palasca
2B201,94,2B,0,PANCHERACCIA,Pancheraccia
2B202,94,2B,0,PARATA,Parata
2B205,94,2B,0,PATRIMONIO,Patrimonio
2B206,94,2B,0,PENTA ACQUATELLA,Penta-Acquatella
2B207,94,2B,0,PENTA DI CASINCA,Penta-di-Casinca
2B208,94,2B,0,PERELLI,Perelli
2B210,94,2B,0,PERO CASEVECCHIE,Pero-Casevecchie
2B213,94,2B,0,PIANELLO,Pianello
2B214,94,2B,0,PIANO,Piano
2B216,94,2B,0,PIAZZALI,Piazzali
2B217,94,2B,0,PIAZZOLE,Piazzole
2B218,94,2B,0,PIEDICORTE DI GAGGIO,Piedicorte-di-Gaggio
2B219,94,2B,0,PIEDICROCE,Piedicroce
2B220,94,2B,0,PIEDIGRIGGIO,Piedigriggio
2B221,94,2B,0,PIEDIPARTINO,Piedipartino
2B222,94,2B,0,PIE D OREZZA,Pie-d'Orezza
2B223,94,2B,0,PIETRALBA,Pietralba
2B224,94,2B,0,PIETRACORBARA,Pietracorbara
2B225,94,2B,0,PIETRA DI VERDE,Pietra-di-Verde
2B226,94,2B,0,PIETRASERENA,Pietraserena
2B227,94,2B,0,PIETRICAGGIO,Pietricaggio
2B229,94,2B,0,PIETROSO,Pietroso
2B230,94,2B,0,PIEVE,Piève
2B231,94,2B,0,PIGNA,Pigna
2B233,94,2B,0,PINO,Pino
2B234,94,2B,0,PIOBETTA,Piobetta
2B235,94,2B,0,PIOGGIOLA,Pioggiola
2B236,94,2B,0,POGGIO DI NAZZA,Poggio-di-Nazza
2B238,94,2B,0,POGGIO DI VENACO,Poggio-di-Venaco
2B239,94,2B,0,POGGIO D OLETTA,Poggio-d'Oletta
2B241,94,2B,0,POGGIO MARINACCIO,Poggio-Marinaccio
2B242,94,2B,0,POGGIO MEZZANA,Poggio-Mezzana
2B243,94,2B,0,POLVEROSO,Polveroso
2B244,94,2B,0,POPOLASCA,Popolasca
2B245,94,2B,0,PORRI,Porri
2B246,94,2B,3,PORTA,Porta
2B248,94,2B,0,PRATO DI GIOVELLINA,Prato-di-Giovellina
2B250,94,2B,0,PRUNELLI DI CASACCONI,Prunelli-di-Casacconi
2B251,94,2B,0,PRUNELLI DI FIUMORBO,Prunelli-di-Fiumorbo
2B252,94,2B,0,PRUNO,Pruno
2B255,94,2B,0,QUERCITELLO,Quercitello
2B256,94,2B,0,RAPAGGIO,Rapaggio
2B257,94,2B,0,RAPALE,Rapale
2B260,94,2B,0,RIVENTOSA,Riventosa
2B261,94,2B,0,ROGLIANO,Rogliano
2B263,94,2B,0,ROSPIGLIANI,Rospigliani
2B264,94,2B,0,RUSIO,Rusio
2B265,94,2B,0,RUTALI,Rutali
2B267,94,2B,0,SALICETO,Saliceto
2B273,94,2B,0,SCATA,Scata
2B274,94,2B,0,SCOLCA,Scolca
2B275,94,2B,0,SERMANO,Sermano
2B277,94,2B,0,SERRA DI FIUMORBO,Serra-di-Fiumorbo
2B280,94,2B,0,SILVARECCIO,Silvareccio
2B281,94,2B,0,SISCO,Sisco
2B283,94,2B,0,SOLARO,Solaro
2B286,94,2B,0,SORBO OCAGNANO,Sorbo-Ocagnano
2B287,94,2B,0,SORIO,Sorio
2B289,94,2B,0,SOVERIA,Soveria
2B290,94,2B,0,SPELONCATO,Speloncato
2B291,94,2B,0,STAZZONA,Stazzona
2B292,94,2B,0,SANT ANDREA DI BOZIO,Sant'Andréa-di-Bozio
2B293,94,2B,0,SANT ANDREA DI COTONE,Sant'Andréa-di-Cotone
2B296,94,2B,0,SANT ANTONINO,Sant'Antonino
2B297,94,2B,0,SAN DAMIANO,San-Damiano
2B298,94,2B,0,SAINT FLORENT,Saint-Florent
2B299,94,2B,0,SAN GAVINO D AMPUGNANI,San-Gavino-d'Ampugnani
2B301,94,2B,0,SAN GAVINO DI TENDA,San-Gavino-di-Tenda
2B302,94,2B,0,SAN GIOVANNI DI MORIANI,San-Giovanni-di-Moriani
2B303,94,2B,0,SAN GIULIANO,San-Giuliano
2B304,94,2B,0,SAN LORENZO,San-Lorenzo
2B305,94,2B,0,SAN MARTINO DI LOTA,San-Martino-di-Lota
2B306,94,2B,0,SANTA LUCIA DI MERCURIO,Santa-Lucia-di-Mercurio
2B307,94,2B,0,SANTA LUCIA DI MORIANI,Santa-Lucia-di-Moriani
2B309,94,2B,0,SANTA MARIA DI LOTA,Santa-Maria-di-Lota
2B311,94,2B,0,SANTA MARIA POGGIO,Santa-Maria-Poggio
2B313,94,2B,0,SAN NICOLAO,San-Nicolao
2B314,94,2B,0,SANTO PIETRO DI TENDA,Santo-Pietro-di-Tenda
2B315,94,2B,0,SANTO PIETRO DI VENACO,Santo-Pietro-di-Venaco
2B316,94,2B,0,SANTA REPARATA DI BALAGNA,Santa-Reparata-di-Balagna
2B317,94,2B,0,SANTA REPARATA DI MORIANI,Santa-Reparata-di-Moriani
2B318,94,2B,0,TAGLIO ISOLACCIO,Taglio-Isolaccio
2B319,94,2B,0,TALASANI,Talasani
2B320,94,2B,0,TALLONE,Tallone
2B321,94,2B,0,TARRANO,Tarrano
2B327,94,2B,0,TOMINO,Tomino
2B328,94,2B,0,TOX,Tox
2B329,94,2B,0,TRALONCA,Tralonca
2B332,94,2B,1,URTACA,Urtaca
2B333,94,2B,0,VALLECALLE,Vallecalle
2B334,94,2B,0,VALLE D ALESANI,Valle-d'Alesani
2B335,94,2B,0,VALLE DI CAMPOLORO,Valle-di-Campoloro
2B337,94,2B,0,VALLE DI ROSTINO,Valle-di-Rostino
2B338,94,2B,0,VALLE D OREZZA,Valle-d'Orezza
2B339,94,2B,0,VALLICA,Vallica
2B340,94,2B,0,VELONE ORNETO,Velone-Orneto
2B341,94,2B,0,VENACO,Venaco
2B342,94,2B,0,VENTISERI,Ventiseri
2B343,94,2B,0,VENZOLASCA,Venzolasca
2B344,94,2B,0,VERDESE,Verdèse
2B346,94,2B,0,VESCOVATO,Vescovato
2B347,94,2B,0,VEZZANI,Vezzani
2B350,94,2B,0,VIGNALE,Vignale
2B352,94,2B,0,VILLE DI PARASO,Ville-di-Paraso
2B353,94,2B,0,VILLE DI PIETRABUGNO,Ville-di-Pietrabugno
2B354,94,2B,0,VIVARIO,Vivario
2B355,94,2B,0,VOLPAJOLA,Volpajola
2B356,94,2B,0,ZALANA,Zalana
2B361,94,2B,0,ZILIA,Zilia
2B364,94,2B,0,ZUANI,Zuani
2B365,94,2B,0,SAN GAVINO DI FIUMORBO,San-Gavino-di-Fiumorbo
2B366,94,2B,0,CHISA,Chisa
30001,76,30,1,AIGALIERS,Aigaliers
30002,76,30,1,AIGREMONT,Aigremont
30003,76,30,1,AIGUES MORTES,Aigues-Mortes
30004,76,30,1,AIGUES VIVES,Aigues-Vives
30005,76,30,1,AIGUEZE,Aiguèze
30006,76,30,1,AIMARGUES,Aimargues
30007,76,30,1,ALES,Alès
30008,76,30,1,ALLEGRE LES FUMADES,Allègre-les-Fumades
30009,76,30,1,ALZON,Alzon
30010,76,30,1,ANDUZE,Anduze
30011,76,30,4,ANGLES,Angles
30012,76,30,1,ARAMON,Aramon
30013,76,30,1,ARGILLIERS,Argilliers
30014,76,30,1,ARPAILLARGUES ET AUREILLAC,Arpaillargues-et-Aureillac
30015,76,30,1,ARPHY,Arphy
30016,76,30,1,ARRE,Arre
30017,76,30,1,ARRIGAS,Arrigas
30018,76,30,1,ASPERES,Aspères
30019,76,30,1,AUBAIS,Aubais
30020,76,30,1,AUBORD,Aubord
30021,76,30,1,AUBUSSARGUES,Aubussargues
30022,76,30,1,AUJAC,Aujac
30023,76,30,1,AUJARGUES,Aujargues
30024,76,30,1,AULAS,Aulas
30025,76,30,1,AUMESSAS,Aumessas
30026,76,30,1,AVEZE,Avèze
30027,76,30,0,BAGARD,Bagard
30028,76,30,0,BAGNOLS SUR CEZE,Bagnols-sur-Cèze
30029,76,30,0,BARJAC,Barjac
30030,76,30,0,BARON,Baron
30031,76,30,3,BASTIDE D ENGRAS,Bastide-d'Engras
30032,76,30,0,BEAUCAIRE,Beaucaire
30033,76,30,0,BEAUVOISIN,Beauvoisin
30034,76,30,0,BELLEGARDE,Bellegarde
30035,76,30,0,BELVEZET,Belvézet
30036,76,30,0,BERNIS,Bernis
30037,76,30,0,BESSEGES,Bessèges
30038,76,30,0,BEZ ET ESPARON,Bez-et-Esparon
30039,76,30,0,BEZOUCE,Bezouce
30040,76,30,0,BLANDAS,Blandas
30041,76,30,0,BLAUZAC,Blauzac
30042,76,30,0,BOISSET ET GAUJAC,Boisset-et-Gaujac
30043,76,30,0,BOISSIERES,Boissières
30044,76,30,0,BONNEVAUX,Bonnevaux
30045,76,30,0,BORDEZAC,Bordezac
30046,76,30,0,BOUCOIRAN ET NOZIERES,Boucoiran-et-Nozières
30047,76,30,0,BOUILLARGUES,Bouillargues
30048,76,30,0,BOUQUET,Bouquet
30049,76,30,0,BOURDIC,Bourdic
30050,76,30,0,BRAGASSARGUES,Bragassargues
30051,76,30,0,BRANOUX LES TAILLADES,Branoux-les-Taillades
30052,76,30,0,BREAU MARS,Bréau-Mars
30053,76,30,0,BRIGNON,Brignon
30054,76,30,0,BROUZET LES QUISSAC,Brouzet-lès-Quissac
30055,76,30,0,BROUZET LES ALES,Brouzet-lès-Alès
30056,76,30,3,BRUGUIERE,Bruguière
30057,76,30,0,CABRIERES,Cabrières
30058,76,30,3,CADIERE ET CAMBO,Cadière-et-Cambo
30059,76,30,2,CAILAR,Cailar
30060,76,30,0,CAISSARGUES,Caissargues
30061,76,30,3,CALMETTE,Calmette
30062,76,30,0,CALVISSON,Calvisson
30064,76,30,0,CAMPESTRE ET LUC,Campestre-et-Luc
30065,76,30,0,CANAULES ET ARGENTIERES,Canaules-et-Argentières
30066,76,30,0,CANNES ET CLAIRAN,Cannes-et-Clairan
30067,76,30,3,CAPELLE ET MASMOLENE,Capelle-et-Masmolène
30068,76,30,0,CARDET,Cardet
30069,76,30,0,CARNAS,Carnas
30070,76,30,0,CARSAN,Carsan
30071,76,30,0,CASSAGNOLES,Cassagnoles
30072,76,30,0,CASTELNAU VALENCE,Castelnau-Valence
30073,76,30,0,CASTILLON DU GARD,Castillon-du-Gard
30074,76,30,0,CAUSSE BEGON,Causse-Bégon
30075,76,30,0,CAVEIRAC,Caveirac
30076,76,30,0,CAVILLARGUES,Cavillargues
30077,76,30,0,CENDRAS,Cendras
30079,76,30,0,CHAMBON,Chambon
30080,76,30,0,CHAMBORIGAUD,Chamborigaud
30081,76,30,0,CHUSCLAN,Chusclan
30082,76,30,0,CLARENSAC,Clarensac
30083,76,30,0,CODOGNAN,Codognan
30084,76,30,0,CODOLET,Codolet
30085,76,30,0,COLLIAS,Collias
30086,76,30,0,COLLORGUES,Collorgues
30087,76,30,0,COLOGNAC,Colognac
30088,76,30,0,COMBAS,Combas
30089,76,30,0,COMPS,Comps
30090,76,30,0,CONCOULES,Concoules
30091,76,30,0,CONGENIES,Congénies
30092,76,30,0,CONNAUX,Connaux
30093,76,30,0,CONQUEYRAC,Conqueyrac
30094,76,30,0,CORBES,Corbès
30095,76,30,0,CORCONNE,Corconne
30096,76,30,0,CORNILLON,Cornillon
30097,76,30,0,COURRY,Courry
30098,76,30,0,CRESPIAN,Crespian
30099,76,30,0,CROS,Cros
30100,76,30,0,CRUVIERS LASCOURS,Cruviers-Lascours
30101,76,30,0,DEAUX,Deaux
30102,76,30,0,DIONS,Dions
30103,76,30,0,DOMAZAN,Domazan
30104,76,30,0,DOMESSARGUES,Domessargues
30105,76,30,0,DOURBIES,Dourbies
30106,76,30,0,DURFORT ET SAINT MARTIN DE SOSSENAC,Durfort-et-Saint-Martin-de-Sossenac
30107,76,30,1,ESTEZARGUES,Estézargues
30108,76,30,5,ESTRECHURE,Estréchure
30109,76,30,1,EUZET,Euzet
30110,76,30,0,FLAUX,Flaux
30111,76,30,0,FOISSAC,Foissac
30112,76,30,0,FONS,Fons
30113,76,30,0,FONS SUR LUSSAN,Fons-sur-Lussan
30114,76,30,0,FONTANES,Fontanès
30115,76,30,0,FONTARECHES,Fontarèches
30116,76,30,0,FOURNES,Fournès
30117,76,30,0,FOURQUES,Fourques
30119,76,30,0,FRESSAC,Fressac
30120,76,30,0,GAGNIERES,Gagnières
30121,76,30,0,GAILHAN,Gailhan
30122,76,30,0,GAJAN,Gajan
30123,76,30,0,GALLARGUES LE MONTUEUX,Gallargues-le-Montueux
30124,76,30,2,GARN,Garn
30125,76,30,0,GARONS,Garons
30126,76,30,0,GARRIGUES SAINTE EULALIE,Garrigues-Sainte-Eulalie
30127,76,30,0,GAUJAC,Gaujac
30128,76,30,0,GENERAC,Générac
30129,76,30,0,GENERARGUES,Générargues
30130,76,30,0,GENOLHAC,Génolhac
30131,76,30,0,GOUDARGUES,Goudargues
30132,76,30,3,GRAND COMBE,Grand-Combe
30133,76,30,2,GRAU DU ROI,Grau-du-Roi
30134,76,30,1,ISSIRAC,Issirac
30135,76,30,0,JONQUIERES SAINT VINCENT,Jonquières-Saint-Vincent
30136,76,30,0,JUNAS,Junas
30137,76,30,0,LAMELOUZE,Lamelouze
30138,76,30,0,LANGLADE,Langlade
30139,76,30,0,LANUEJOLS,Lanuéjols
30140,76,30,0,LASALLE,Lasalle
30141,76,30,0,LAUDUN L ARDOISE,Laudun-l'Ardoise
30142,76,30,0,LAVAL PRADEL,Laval-Pradel
30143,76,30,0,LAVAL SAINT ROMAN,Laval-Saint-Roman
30144,76,30,0,LECQUES,Lecques
30145,76,30,0,LEDENON,Lédenon
30146,76,30,0,LEDIGNAN,Lédignan
30147,76,30,0,LEZAN,Lézan
30148,76,30,0,LIOUC,Liouc
30149,76,30,0,LIRAC,Lirac
30150,76,30,0,LOGRIAN FLORIAN,Logrian-Florian
30151,76,30,0,LUSSAN,Lussan
30152,76,30,4,MAGES,Mages
30153,76,30,0,MALONS ET ELZE,Malons-et-Elze
30154,76,30,0,MANDAGOUT,Mandagout
30155,76,30,0,MANDUEL,Manduel
30156,76,30,0,MARGUERITTES,Marguerittes
30158,76,30,0,MARTIGNARGUES,Martignargues
30159,76,30,2,MARTINET,Martinet
30160,76,30,0,MARUEJOLS LES GARDON,Maruéjols-lès-Gardon
30161,76,30,0,MASSANES,Massanes
30162,76,30,0,MASSILLARGUES ATTUECH,Massillargues-Attuech
30163,76,30,0,MAURESSARGUES,Mauressargues
30164,76,30,0,MEJANNES LE CLAP,Méjannes-le-Clap
30165,76,30,0,MEJANNES LES ALES,Méjannes-lès-Alès
30166,76,30,0,MEYNES,Meynes
30167,76,30,0,MEYRANNES,Meyrannes
30168,76,30,0,MIALET,Mialet
30169,76,30,0,MILHAUD,Milhaud
30170,76,30,0,MOLIERES CAVAILLAC,Molières-Cavaillac
30171,76,30,0,MOLIERES SUR CEZE,Molières-sur-Cèze
30172,76,30,0,MONOBLET,Monoblet
30173,76,30,0,MONS,Mons
30174,76,30,0,MONTAREN ET SAINT MEDIERS,Montaren-et-Saint-Médiers
30175,76,30,0,MONTCLUS,Montclus
30176,76,30,0,MONTDARDIER,Montdardier
30177,76,30,0,MONTEILS,Monteils
30178,76,30,0,MONTFAUCON,Montfaucon
30179,76,30,0,MONTFRIN,Montfrin
30180,76,30,0,MONTIGNARGUES,Montignargues
30181,76,30,0,MONTMIRAT,Montmirat
30182,76,30,0,MONTPEZAT,Montpezat
30183,76,30,0,MOULEZAN,Moulézan
30184,76,30,0,MOUSSAC,Moussac
30185,76,30,0,MUS,Mus
30186,76,30,0,NAGES ET SOLORGUES,Nages-et-Solorgues
30187,76,30,0,NAVACELLES,Navacelles
30188,76,30,0,NERS,Ners
30189,76,30,0,NIMES,Nîmes
30191,76,30,1,ORSAN,Orsan
30192,76,30,1,ORTHOUX SERIGNAC QUILHAN,Orthoux-Sérignac-Quilhan
30193,76,30,0,PARIGNARGUES,Parignargues
30194,76,30,0,PEYREMALE,Peyremale
30195,76,30,0,PEYROLLES,Peyrolles
30196,76,30,2,PIN,Pin
30197,76,30,4,PLANS,Plans
30198,76,30,4,PLANTIERS,Plantiers
30199,76,30,0,POMMIERS,Pommiers
30200,76,30,0,POMPIGNAN,Pompignan
30201,76,30,0,PONTEILS ET BRESIS,Ponteils-et-Brésis
30202,76,30,0,PONT SAINT ESPRIT,Pont-Saint-Esprit
30203,76,30,0,PORTES,Portes
30204,76,30,0,POTELIERES,Potelières
30205,76,30,0,POUGNADORESSE,Pougnadoresse
30206,76,30,0,POULX,Poulx
30207,76,30,0,POUZILHAC,Pouzilhac
30208,76,30,0,PUECHREDON,Puechredon
30209,76,30,0,PUJAUT,Pujaut
30210,76,30,0,QUISSAC,Quissac
30211,76,30,0,REDESSAN,Redessan
30212,76,30,0,REMOULINS,Remoulins
30213,76,30,0,REVENS,Revens
30214,76,30,0,RIBAUTE LES TAVERNES,Ribaute-les-Tavernes
30215,76,30,0,RIVIERES,Rivières
